name,char,line,direction,type,pri_type,domain,sub_domain,nv_resp,interaction,char_type,is_fed,error,value_id
126,Ralph,Ah... let's see. (to computer) Ah... I want to go to a... the... ah... (he shrugs; then to himself:) Where would the captain be?,To his astonishemnt  the computer answers:,Question,Question,InfoSeek,Locate,FALSE,Ah... let's see. (to computer) Ah... I want to go to a... the... ah... (he shrugs; then to himself:) Where would the captain be?,Person,TRUE,FALSE,367
126,Ralph,Ah... let's see. (to computer) Ah... I want to go to a... the... ah... (he shrugs; then to himself:) Where would the captain be?,To his astonishemnt  the computer answers:,Question,Question,InfoSeek,Turbolift,FALSE,Ah... let's see. (to computer) Ah... I want to go to a... the... ah... (he shrugs; then to himself:) Where would the captain be?,Person,TRUE,FALSE,367
126,Ralph,Ah... let's see. (to computer) Ah... I want to go to a... the... ah... (he shrugs; then to himself:) Where would the captain be?,To his astonishemnt  the computer answers:,Question,Question,IoT,Locate,FALSE,Ah... let's see. (to computer) Ah... I want to go to a... the... ah... (he shrugs; then to himself:) Where would the captain be?,Person,TRUE,FALSE,367
126,Ralph,Ah... let's see. (to computer) Ah... I want to go to a... the... ah... (he shrugs; then to himself:) Where would the captain be?,To his astonishemnt  the computer answers:,Question,Question,IoT,Turbolift,FALSE,Ah... let's see. (to computer) Ah... I want to go to a... the... ah... (he shrugs; then to himself:) Where would the captain be?,Person,TRUE,FALSE,367
126,Computer Voice,Captain Picard is located on the Main Bridge.,,Response,Response,InfoSeek,Locate,FALSE,Captain Picard is located on the Main Bridge.,Computer,TRUE,FALSE,368
126,Ralph,Then  take me to the Main Bridge.,The doors CLOSE. The turbolift streaks off. at Yellow Alert.,Command,Command,IoT,Turbolift,TRUE,Then  take me to the Main Bridge.,Person,TRUE,FALSE,369
126,Ralph,Then  take me to the Main Bridge.,The doors CLOSE. The turbolift streaks off. at Yellow Alert.,Conversation,Command,IoT,Turbolift,TRUE,Then  take me to the Main Bridge.,Person,TRUE,FALSE,369
127,Data,Computer  recognize -- Lieutenant Commander N-F-N  N-M-I  Data.,,Wake Word,Command,IoT,Access,FALSE,Computer  recognize -- Lieutenant Commander N-F-N  N-M-I  Data.,Person,TRUE,FALSE,230
127,Data,Computer  recognize -- Lieutenant Commander N-F-N  N-M-I  Data.,,Command,Command,IoT,Access,FALSE,Computer  recognize -- Lieutenant Commander N-F-N  N-M-I  Data.,Person,TRUE,FALSE,230
127,Data,Computer  recognize -- Lieutenant Commander N-F-N  N-M-I  Data.,,Password,Command,IoT,Access,FALSE,Computer  recognize -- Lieutenant Commander N-F-N  N-M-I  Data.,Person,TRUE,FALSE,230
127,Computer Voice,Authorization accepted.,,Response,Response,IoT,Access,FALSE,Authorization accepted.,Computer,TRUE,FALSE,231
127,Data,Computer  run diagnostic on module L-seven-three.,,Wake Word,Command,Analysis,Sci,FALSE,Computer  run diagnostic on module L-seven-three.,Person,TRUE,FALSE,332
127,Data,Computer  run diagnostic on module L-seven-three.,,Wake Word,Command,IoT,Sci,FALSE,Computer  run diagnostic on module L-seven-three.,Person,TRUE,FALSE,332
127,Data,Computer  run diagnostic on module L-seven-three.,,Command,Command,Analysis,Sci,FALSE,Computer  run diagnostic on module L-seven-three.,Person,TRUE,FALSE,332
127,Data,Computer  run diagnostic on module L-seven-three.,,Command,Command,IoT,Sci,FALSE,Computer  run diagnostic on module L-seven-three.,Person,TRUE,FALSE,332
127,Data,Perhaps it is a sensor malfunction. Computer -- query. Is growth actually occurring?,,Wake Word,Question,Analysis,Sci,FALSE,Computer -- query. Is growth actually occurring?,Person,TRUE,FALSE,335
127,Data,Perhaps it is a sensor malfunction. Computer -- query. Is growth actually occurring?,,Question,Question,Analysis,Sci,FALSE,Computer -- query. Is growth actually occurring?,Person,TRUE,FALSE,335
127,Computer Voice,Confirmed.,as the door opens and Doctor Pulaski enters. She nods a greeting to Riker and the others  then steps over beside Geordi who continues studying the distant section of the containment grid.,Response,Response,Analysis,Sci,FALSE,Confirmed.,Computer,TRUE,FALSE,336
128,Worf (O.S.),Computer. Program complete -- save.,Before Riker's eyes  THE BATTLE SCENE FADES  and all that is left is the empty Holodeck. Worf pauses at the door.,Wake Word,Command,Entertainment,Holodeck,TRUE,Computer. Program complete -- save.,Person,TRUE,FALSE,11
128,Worf (O.S.),Computer. Program complete -- save.,Before Riker's eyes  THE BATTLE SCENE FADES  and all that is left is the empty Holodeck. Worf pauses at the door.,Command,Command,Entertainment,Holodeck,TRUE,Computer. Program complete -- save.,Person,TRUE,FALSE,11
128,Picard,Initiate auto-destruct sequence.,,Command,Command,Emergency,Emergency,FALSE,Initiate auto-destruct sequence.,Person,TRUE,FALSE,323
128,Computer Voice,Does Riker... William T. concur?,,Response,Response,Emergency,Emergency,FALSE,Does Riker... William T. concur?,Computer,TRUE,FALSE,324
128,Riker,I do. Initiate auto-destruct sequence.,,Statement,Command,Emergency,Emergency,FALSE,I do. Initiate auto-destruct sequence.,Person,TRUE,FALSE,325
128,Riker,I do. Initiate auto-destruct sequence.,,Command,Command,Emergency,Emergency,FALSE,I do. Initiate auto-destruct sequence.,Person,TRUE,FALSE,325
128,Picard,Stand by. (turns to Riker) Interesting question. How long to prepare to die?,,Command,Command,Emergency,Emergency,TRUE,Stand by.,Person,TRUE,FALSE,327
128,Picard,The latest program allows it. Initiate auto-destruct in twenty minutes.,Picard and Riker turn to leave as the clock begins its electronic countdown to auto-destruct.,Command,Command,Emergency,Emergency,FALSE,Initiate auto-destruct in twenty minutes.,Person,TRUE,FALSE,329
128,Computer Voice,Twenty minutes to auto-destruct  mark. Nineteen minutes  fifty seconds...,hovering in space with the still-distant star patterns. The captain is lying on his bunk  staring at the ceiling as DEBUSSY'S 'CLAIR DE LUNE' PLAYS. CAMERA MOVES IN to examine the expressions passing over Picard's features as he listens. After several moments of this  his door CHIME SOUNDS.,Alert,Alert,Emergency,Emergency,FALSE,Twenty minutes to auto-destruct  mark. Nineteen minutes  fifty seconds...,Computer,TRUE,FALSE,330
128,Picard,Computer  locate Commander Data.,,Wake Word,Command,InfoSeek,Locate,FALSE,Computer  locate Commander Data.,Person,TRUE,FALSE,346
128,Picard,Computer  locate Commander Data.,,command,Command,InfoSeek,Locate,FALSE,Computer  locate Commander Data.,Person,TRUE,FALSE,346
128,Computer Voice,Commander Data is on the bridge.,Picard turns. No one is there! There's a look of astonishment on his face. Except for himself  the cabin is empty.,Response,Response,InfoSeek,Locate,FALSE,Commander Data is on the bridge.,Computer,TRUE,FALSE,347
128,Computer Voice,Fifty seconds to auto-destruct.,There is the familiar starfield on the viewscreen as Picard enters from the turbolift.,Alert,Alert,Emergency,Emergency,FALSE,Fifty seconds to auto-destruct.,Computer,TRUE,FALSE,354
128,Computer Voice,Fifty seconds to auto-destruct.,There is the familiar starfield on the viewscreen as Picard enters from the turbolift.,Info,Alert,Emergency,Emergency,FALSE,Fifty seconds to auto-destruct.,Computer,TRUE,FALSE,354
128,Computer Voice,Fifty seconds to auto-destruct.,There is the familiar starfield on the viewscreen as Picard enters from the turbolift.,Countdown,Alert,Emergency,Emergency,FALSE,Fifty seconds to auto-destruct.,Computer,TRUE,FALSE,354
128,Computer Voice,Thirty seconds to auto-destruct.,,Alert,Alert,Emergency,Emergency,FALSE,Thirty seconds to auto-destruct.,Computer,TRUE,FALSE,355
128,Computer Voice,Thirty seconds to auto-destruct.,,Info,Alert,Emergency,Emergency,FALSE,Thirty seconds to auto-destruct.,Computer,TRUE,FALSE,355
128,Computer Voice,Thirty seconds to auto-destruct.,,Countdown,Alert,Emergency,Emergency,FALSE,Thirty seconds to auto-destruct.,Computer,TRUE,FALSE,355
128,Computer Voice,Ten seconds to auto-destruct. Nine seconds. Eight seconds. Seven seconds... Six seconds...,,Alert,Alert,Emergency,Emergency,FALSE,Ten seconds to auto-destruct. Nine seconds. Eight seconds. Seven seconds... Six seconds...,Computer,TRUE,FALSE,361
128,Computer Voice,Ten seconds to auto-destruct. Nine seconds. Eight seconds. Seven seconds... Six seconds...,,Info,Alert,Emergency,Emergency,FALSE,Ten seconds to auto-destruct. Nine seconds. Eight seconds. Seven seconds... Six seconds...,Computer,TRUE,FALSE,361
128,Computer Voice,Ten seconds to auto-destruct. Nine seconds. Eight seconds. Seven seconds... Six seconds...,,Countdown,Alert,Emergency,Emergency,FALSE,Ten seconds to auto-destruct. Nine seconds. Eight seconds. Seven seconds... Six seconds...,Computer,TRUE,FALSE,361
128,Computer Voice,Five seconds. Four seconds...,,Alert,Alert,Emergency,Emergency,FALSE,Five seconds. Four seconds...,Computer,TRUE,FALSE,363
128,Computer Voice,Five seconds. Four seconds...,,Info,Alert,Emergency,Emergency,FALSE,Five seconds. Four seconds...,Computer,TRUE,FALSE,363
128,Computer Voice,Five seconds. Four seconds...,,Countdown,Alert,Emergency,Emergency,FALSE,Five seconds. Four seconds...,Computer,TRUE,FALSE,363
128,Picard,Abort auto-destruct sequence.,,Command,Command,Emergency,Emergency,FALSE,Abort auto-destruct sequence.,Person,TRUE,FALSE,366
128,Computer Voice,Three seconds. Two seconds... Riker  William T. Do you concur?,,Countdown,Response,Emergency,Emergency,FALSE,Three seconds. Two seconds... Riker  William T. Do you concur?,Computer,TRUE,FALSE,367
128,Computer Voice,Three seconds. Two seconds... Riker  William T. Do you concur?,,Response,Response,Emergency,Emergency,FALSE,Three seconds. Two seconds... Riker  William T. Do you concur?,Computer,TRUE,FALSE,367
128,Riker,(relieved) Yes! Absolutely! I do indeed concur! Wholeheartedly!,,Statement,Statement,Emergency,Emergency,TRUE,Yes! Absolutely! I do indeed concur! Wholeheartedly!,Person,TRUE,FALSE,368
128,Riker,(relieved) Yes! Absolutely! I do indeed concur! Wholeheartedly!,,Conversation,Statement,Emergency,Emergency,TRUE,Yes! Absolutely! I do indeed concur! Wholeheartedly!,Person,TRUE,FALSE,368
129,Data,Computer -- select at random a mystery by Sir Arthur Conan Doyle  where I will play Sherlock Holmes and Lieutenant La Forge will be Doctor Watson.,,Wake Word,Command,Entertainment,Holodeck,FALSE,Computer -- select at random a mystery by Sir Arthur Conan Doyle  where I will play Sherlock Holmes and Lieutenant La Forge will be Doctor Watson.,Person,TRUE,FALSE,22
129,Data,Computer -- select at random a mystery by Sir Arthur Conan Doyle  where I will play Sherlock Holmes and Lieutenant La Forge will be Doctor Watson.,,command,Command,Entertainment,Holodeck,FALSE,Computer -- select at random a mystery by Sir Arthur Conan Doyle  where I will play Sherlock Holmes and Lieutenant La Forge will be Doctor Watson.,Person,TRUE,FALSE,22
129,Computer Voice,Program complete -- you may enter.,The Holodeck doors open onto: STREET - THE DIGS OF MR. SHERLOCK HOLMES - DAY (OPTICAL) The Holodeck doors become a wall of Holmes' sitting room. It's all there. A perfect duplication of Sherlock Holmes' famous sitting room.,Response,Response,Entertainment,Holodeck,FALSE,Program complete -- you may enter.,Computer,TRUE,FALSE,23
129,Data,Excellent.,The unlit oil lamps  the bookcase  the stick rack  the fireplace and its softly flaming fire within  the jack-knife stuck in the mantelpiece  the Persian slipper tobacco pouch  the chemical bottles and microscope  the deerstalker cap and cape-backed overcoat  the spirit case and gasogene  a pistol  the 'V.R.' script of bullet holes in one wall...,Comment,Comment,Entertainment,Holodeck,TRUE,Excellent.,Person,TRUE,FALSE,24
129,Geordi,(in disgust) Computer  freeze program. Exit!,A set of Holodeck exit doors appears  parting TO REVEAL the interior corridor of the Enterprise... the Holodeck characters freeze. Geordi strides toward the exit.,Wake Word,Command,Entertainment,Holodeck,TRUE,Computer  freeze program. Exit!,Person,TRUE,FALSE,50
129,Geordi,(in disgust) Computer  freeze program. Exit!,A set of Holodeck exit doors appears  parting TO REVEAL the interior corridor of the Enterprise... the Holodeck characters freeze. Geordi strides toward the exit.,command,Command,Entertainment,Holodeck,TRUE,Computer  freeze program. Exit!,Person,TRUE,FALSE,50
129,Geordi,(in disgust) Computer  freeze program. Exit!,A set of Holodeck exit doors appears  parting TO REVEAL the interior corridor of the Enterprise... the Holodeck characters freeze. Geordi strides toward the exit.,Statement,Command,Entertainment,Holodeck,TRUE,Computer  freeze program. Exit!,Person,TRUE,FALSE,50
129,Computer Voice,Program complete -- you may enter.,The Holodeck doors open  REVEALING Victorian London. They step forward into the street scene. We see the awe on Pulaski's face as she gazes up and down this busy thoroughfare of horse-drawn carts  hansom cabs... There are STREET VENDORS  PENNY POSTMEN  BOBBIES  STREET URCHINS begging for tuppence  BARRISTERS in white wigs  BUSINESSMEN  LADIES  LAMPLIGHTERS  TARTS  SAILORS -- the full panoply of London denizens  all ignoring the sooty fog and sounds that waft through the scene...,Progress,Progress,Entertainment,Holodeck,FALSE,Program complete -- you may enter.,Computer,TRUE,FALSE,89
129,Geordi,Computer! Arch!,And the arch MATERIALIZES. The street crowd pay no attention  except for one man (Moriarty) in b.g.  who eyes it offhandedly.,Wake Word,Statement,Entertainment,Holodeck,TRUE,Computer! Arch!,Person,TRUE,FALSE,109
129,Geordi,Computer! Arch!,And the arch MATERIALIZES. The street crowd pay no attention  except for one man (Moriarty) in b.g.  who eyes it offhandedly.,Statement,Statement,Entertainment,Holodeck,TRUE,Computer! Arch!,Person,TRUE,FALSE,109
129,Geordi,Computer  override previous programming. All right  now a program that definitely challenges Data.,,Wake Word,Command,Entertainment,Holodeck,TRUE,Computer  override previous programming.,Person,TRUE,FALSE,111
129,Geordi,Computer  override previous programming. All right  now a program that definitely challenges Data.,,command,Command,Entertainment,Holodeck,TRUE,Computer  override previous programming.,Person,TRUE,FALSE,111
129,Geordi,(thinks; then) Computer  in the Holmesian style  create a mystery to confound Data with an opponent who has the ability to defeat him.,,Wake Word,Command,Entertainment,Holodeck,FALSE,Computer  in the Holmesian style  create a mystery to confound Data with an opponent who has the ability to defeat him.,Person,TRUE,FALSE,113
129,Geordi,(thinks; then) Computer  in the Holmesian style  create a mystery to confound Data with an opponent who has the ability to defeat him.,,command,Command,Entertainment,Holodeck,FALSE,Computer  in the Holmesian style  create a mystery to confound Data with an opponent who has the ability to defeat him.,Person,TRUE,FALSE,113
129,Computer Voice,Define parameters of the program.,,Response,Clarification,Entertainment,Holodeck,FALSE,Define parameters of the program.,Computer,TRUE,FALSE,114
129,Computer Voice,Define parameters of the program.,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Define parameters of the program.,Computer,TRUE,FALSE,114
129,Geordi,No  the parameters will be whatever is necessary to accomplish the directive. (turns to computer) Create an adversary capable of defeating Data.,Geordi pushes some buttons to: RIKER (B.G.) Out of the corner of his eye  Worf catches a strange reading on his console.,Command,Command,Entertainment,Holodeck,TRUE,Create an adversary capable of defeating Data.,Person,TRUE,FALSE,118
129,Computer Voice,If you refer to the arch you ordered  it provides computer control. Do you wish to input any commands?,,Response,Clarification,Entertainment,Holodeck,FALSE,If you refer to the arch you ordered  it provides computer control. Do you wish to input any commands?,Computer,TRUE,FALSE,131
129,Computer Voice,If you refer to the arch you ordered  it provides computer control. Do you wish to input any commands?,,Response,Clarification,Help,Holodeck,FALSE,If you refer to the arch you ordered  it provides computer control. Do you wish to input any commands?,Computer,TRUE,FALSE,131
129,Computer Voice,If you refer to the arch you ordered  it provides computer control. Do you wish to input any commands?,,Clarification,Clarification,Entertainment,Holodeck,FALSE,If you refer to the arch you ordered  it provides computer control. Do you wish to input any commands?,Computer,TRUE,FALSE,131
129,Computer Voice,If you refer to the arch you ordered  it provides computer control. Do you wish to input any commands?,,Clarification,Clarification,Help,Holodeck,FALSE,If you refer to the arch you ordered  it provides computer control. Do you wish to input any commands?,Computer,TRUE,FALSE,131
129,Moriarty,Not at this time.,The arch DISAPPEARS.,Statement,Statement,Entertainment,Holodeck,TRUE,Not at this time.,Person,TRUE,FALSE,132
129,Moriarty,Not at this time.,The arch DISAPPEARS.,Statement,Statement,Help,Holodeck,TRUE,Not at this time.,Person,TRUE,FALSE,132
129,Moriarty,Not at this time.,The arch DISAPPEARS.,Conversation,Statement,Entertainment,Holodeck,TRUE,Not at this time.,Person,TRUE,FALSE,132
129,Moriarty,Not at this time.,The arch DISAPPEARS.,Conversation,Statement,Help,Holodeck,TRUE,Not at this time.,Person,TRUE,FALSE,132
129,Moriarty,I know there is a great power called Computer  wiser than the oracle at Delphi. A power which controls (he waves his hand to encompass everything) ... all of this  and to which we can speak. Arch!,And to the amazement of Data and Geordi  the computer arch APPEARS.,Statement,Statement,Entertainment,Holodeck,TRUE,Arch,Person,TRUE,FALSE,206
129,Data,(calls) Computer! Exit!,And exit doors MATERIALIZE.,Wake Word,Statement,Entertainment,Holodeck,TRUE,Computer! Exit!,Person,TRUE,FALSE,216
129,Data,(calls) Computer! Exit!,And exit doors MATERIALIZE.,Statement,Statement,Entertainment,Holodeck,TRUE,Computer! Exit!,Person,TRUE,FALSE,216
129,Data,Computer. Execute a complete shutdown of the Holodeck.,,Wake Word,Command,Entertainment,Holodeck,FALSE,Computer. Execute a complete shutdown of the Holodeck.,Person,TRUE,FALSE,218
129,Data,Computer. Execute a complete shutdown of the Holodeck.,,command,Command,Entertainment,Holodeck,FALSE,Computer. Execute a complete shutdown of the Holodeck.,Person,TRUE,FALSE,218
129,Computer Voice,Access denied.,,Response,Response,Entertainment,Access,FALSE,Access denied.,Computer,TRUE,FALSE,219
129,Computer Voice,Access denied.,,Response,Response,Entertainment,Holodeck,FALSE,Access denied.,Computer,TRUE,FALSE,219
129,Data,Explain.,,Command,Command,Entertainment,Holodeck,FALSE,Explain.,Person,TRUE,FALSE,220
129,Data,Explain.,,Command,Command,InfoSeek,Holodeck,FALSE,Explain.,Person,TRUE,FALSE,220
129,Computer Voice,Override protocol has been initiated.,They step to the Holodeck doors which open to reveal the London street scene  still active and bustling -- Geordi is stunned.,Response,Clarification,Entertainment,Holodeck,FALSE,Override protocol has been initiated.,Computer,TRUE,FALSE,221
129,Computer Voice,Override protocol has been initiated.,They step to the Holodeck doors which open to reveal the London street scene  still active and bustling -- Geordi is stunned.,Response,Clarification,InfoSeek,Holodeck,FALSE,Override protocol has been initiated.,Computer,TRUE,FALSE,221
129,Computer Voice,Override protocol has been initiated.,They step to the Holodeck doors which open to reveal the London street scene  still active and bustling -- Geordi is stunned.,Clarification,Clarification,Entertainment,Holodeck,FALSE,Override protocol has been initiated.,Computer,TRUE,FALSE,221
129,Computer Voice,Override protocol has been initiated.,They step to the Holodeck doors which open to reveal the London street scene  still active and bustling -- Geordi is stunned.,Clarification,Clarification,InfoSeek,Holodeck,FALSE,Override protocol has been initiated.,Computer,TRUE,FALSE,221
129,Picard,Computer  locate Doctor Pulaski.,,Wake Word,Command,InfoSeek,Locate,FALSE,Computer  locate Doctor Pulaski.,Person,TRUE,FALSE,258
129,Picard,Computer  locate Doctor Pulaski.,,command,Command,InfoSeek,Locate,FALSE,Computer  locate Doctor Pulaski.,Person,TRUE,FALSE,258
129,Computer Voice,Doctor Pulaski is on Holodeck Two.,,Response,Response,InfoSeek,Locate,FALSE,Doctor Pulaski is on Holodeck Two.,Computer,TRUE,FALSE,259
129,Picard,And her vital signs?,,Question,Question,InfoSeek,Locate,FALSE,And her vital signs?,Person,TRUE,FALSE,260
129,Computer Voice,Strong and stable.,,Response,Response,InfoSeek,Locate,FALSE,Strong and stable.,Computer,TRUE,FALSE,261
129,Moriarty,You should be. (another bite of pastry) Mister Computer -- the arch  please. A few more questions  Mister Computer. I just can't seem to remember that last command... Ah  well  sooner or later it'll all come to me. But  in the meantime  I've decided to approach the problem from a more familiar perspective. There's really no reason I shouldn't be able to use some of the knowledge from my world in order to bring me closer to yours.,Then he hits one more button  and the arch DEMATERIALIZES... And now Moriarty stands  strolls to his lab equipment  putters among it  picking up pieces here and there  turning them  staring at them from various angles  as:,Wake Word,Statement,Entertainment,Holodeck,TRUE,Mister Computer -- the arch  please. A few more questions  Mister Computer.,Person,TRUE,FALSE,291
129,Moriarty,You should be. (another bite of pastry) Mister Computer -- the arch  please. A few more questions  Mister Computer. I just can't seem to remember that last command... Ah  well  sooner or later it'll all come to me. But  in the meantime  I've decided to approach the problem from a more familiar perspective. There's really no reason I shouldn't be able to use some of the knowledge from my world in order to bring me closer to yours.,Then he hits one more button  and the arch DEMATERIALIZES... And now Moriarty stands  strolls to his lab equipment  putters among it  picking up pieces here and there  turning them  staring at them from various angles  as:,Statement,Statement,Entertainment,Holodeck,TRUE,Mister Computer -- the arch  please. A few more questions  Mister Computer.,Person,TRUE,FALSE,291
129,Picard,Shall we sally forth  Mr. Holmes? (to computer) Computer tell me  is the program still running?,,Wake Word,Question,Entertainment,Holodeck,FALSE,Computer tell me  is the program still running?,Person,TRUE,FALSE,306
129,Picard,Shall we sally forth  Mr. Holmes? (to computer) Computer tell me  is the program still running?,,question,Question,Entertainment,Holodeck,FALSE,Computer tell me  is the program still running?,Person,TRUE,FALSE,306
129,Computer Voice,Affirmative. You may enter.,,Response,Response,Entertainment,Holodeck,FALSE,Affirmative. You may enter.,Computer,TRUE,FALSE,307
129,Picard,Open. We don't have much time. He is getting more control of his environment. Come on  let us see if we can't beat Professor Moriarty by giving him absolutely everything he wants... and then some.,Picard and Data enter the Holodeck. FADE IN: ... as they walk up the street. In addition to evidence of tears in the Holodeck program  the inhabitants of the street are in an uglier mood than we've seen before. Picard points to a place where the Holodeck wall shows through the London view.,Command,Command,Entertainment,Holodeck,TRUE,Open,Person,TRUE,FALSE,308
129,Moriarty,(calls) Computer! 'Arch.' Cancel override protocol  return control of the Holodeck to main computer. My fate is in your hands  as perhaps it always was.,A long beat  then:,Wake Word,Command,Entertainment,Holodeck,TRUE,Computer! 'Arch.' Cancel override protocol  return control of the Holodeck to main computer.,Person,TRUE,FALSE,368
129,Moriarty,(calls) Computer! 'Arch.' Cancel override protocol  return control of the Holodeck to main computer. My fate is in your hands  as perhaps it always was.,A long beat  then:,Statement,Command,Entertainment,Holodeck,TRUE,Computer! 'Arch.' Cancel override protocol  return control of the Holodeck to main computer.,Person,TRUE,FALSE,368
129,Moriarty,(calls) Computer! 'Arch.' Cancel override protocol  return control of the Holodeck to main computer. My fate is in your hands  as perhaps it always was.,A long beat  then:,Command,Command,Entertainment,Holodeck,TRUE,Computer! 'Arch.' Cancel override protocol  return control of the Holodeck to main computer.,Person,TRUE,FALSE,368
129,Picard,As you wish. A short good-bye. (toward arch) Computer  save this program... then discontinue it for now.,A beat  then MORIARTY AND THE ENTIRE ROOM FADE AWAY. The three are standing on the Holodeck.,Wake Word,Command,Entertainment,Holodeck,TRUE,Computer  save this program... then discontinue it for now.,Person,TRUE,FALSE,379
129,Picard,As you wish. A short good-bye. (toward arch) Computer  save this program... then discontinue it for now.,A beat  then MORIARTY AND THE ENTIRE ROOM FADE AWAY. The three are standing on the Holodeck.,Command,Command,Entertainment,Holodeck,TRUE,Computer  save this program... then discontinue it for now.,Person,TRUE,FALSE,379
130,Data,I wish to learn about jokes...,,Statement,Statement,Entertainment,Holodeck,FALSE,I wish to learn about jokes...,Person,TRUE,FALSE,148
130,Data,I wish to learn about jokes...,,Statement,Statement,InfoSeek,Holodeck,FALSE,I wish to learn about jokes...,Person,TRUE,FALSE,148
130,Computer Voice,There are books  films  and tapes. But the only animate object would be a comedian.,,Response,Response,Entertainment,Holodeck,FALSE,There are books  films  and tapes. But the only animate object would be a comedian.,Computer,TRUE,FALSE,149
130,Data,Show me one of those.,,Command,Command,Entertainment,Holodeck,FALSE,Show me one of those.,Person,TRUE,FALSE,150
130,Computer Voice,Specify type  please.,,Response,Clarification,Entertainment,Holodeck,FALSE,Specify type  please.,Computer,TRUE,FALSE,151
130,Computer Voice,Specify type  please.,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Specify type  please.,Computer,TRUE,FALSE,151
130,Data,Humanoid. One who is able to understand and tell a joke.,,Statement,Statement,Entertainment,Holodeck,FALSE,Humanoid. One who is able to understand and tell a joke.,Person,TRUE,FALSE,152
130,Computer Voice,Physical or cerebral style.,,Response,Clarification,Entertainment,Holodeck,FALSE,Physical or cerebral style.,Computer,TRUE,FALSE,153
130,Computer Voice,Physical or cerebral style.,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Physical or cerebral style.,Computer,TRUE,FALSE,153
130,Data,Show me both.,,Command,Command,Entertainment,Holodeck,FALSE,Show me both.,Person,TRUE,FALSE,154
130,Computer Voice,I will access a list.,A LIST FLASHES ON THE SCREEN that only Data would be able to read. He answers unknowingly and randomly.,Response,Response,Entertainment,Holodeck,FALSE,I will access a list.,Computer,TRUE,FALSE,155
130,Data,That one. RW nine  three  two  one  six -- twentieth century.,,Statement,Statement,Entertainment,Holodeck,FALSE,That one. RW nine  three  two  one  six -- twentieth century.,Person,TRUE,FALSE,156
130,Computer Voice,Program installation complete  you may enter.,Data steps in front of the door. It slides open. The frozen IMAGE of a COMEDIAN popular today stands on a small stage in the center of a spotlight. Data enters. The image comes to life. The Comic takes a bow and announces.,Response,Response,Entertainment,Holodeck,FALSE,Program installation complete  you may enter.,Computer,TRUE,FALSE,157
130,Data,Access faster...,As he goes through his routine of jokes  CAMERA SKIP FRAMES to:,Command,Command,Entertainment,Holodeck,TRUE,Access faster...,Person,TRUE,FALSE,176
130,Data,Faster. Move to maximum speed.,We SPEED UP FRAMES until the Comic is MOVING AT EIGHT FRAMES PER and the DIALOGUE SOUNDS LIKE CHIPMUNK GIBBERISH. HOLD on this for a few beats. His eyes blinking in the information at the same speed... Then: Data is facing Guinan. He speaks in his usual monotone.,Command,Command,Entertainment,Holodeck,TRUE,Faster. Move to maximum speed.,Person,TRUE,FALSE,178
130,Data,I wish to reinstate the same program.,,Statement,Statement,Entertainment,Holodeck,TRUE,I wish to reinstate the same program.,Person,TRUE,FALSE,390
131,Data,... The temperature should be seventy-two  no make it seventy-one degrees. And whenever the name Ira Graves is mentioned it will warm considerably --,Data cuts off as Picard and Wesley approach.,Statement,Statement,Entertainment,Holodeck,TRUE,... The temperature should be seventy-two  no make it seventy-one degrees. And whenever the name Ira Graves is mentioned it will warm considerably --,Person,TRUE,FALSE,228
131,Picard,Very good. (to computer) Enter.,The Holodeck doors slide open and REVEAL the scene inside. We can see Kareen as well as all the members of the away team  gathered on a grassy plain. As Wesley starts to step through  Data grasps his arm.,Command,Command,Entertainment,Holodeck,TRUE,Enter.,Person,TRUE,FALSE,231
131,Picard,(to computer) Tell me -- where is Lieutenant Commander Data?,is back at her favorite spot  eyeing the starry sky  her back to the door. She does not see Data as he quietly ENTERS the room. He just stands there... staring at her back. His unseen presence has an ominous quality to it.,Question,Question,InfoSeek,Locate,FALSE,Tell me -- where is Lieutenant Commander Data?,Person,TRUE,FALSE,348
133,Worf,Set auto-destruct. Twenty second delay.,,Command,Command,Emergency,Emergency,FALSE,Set auto-destruct. Twenty second delay.,Person,TRUE,FALSE,143
133,Worf,Set auto-destruct. Twenty second delay.,,Command,Command,IoT,Emergency,FALSE,Set auto-destruct. Twenty second delay.,Person,TRUE,FALSE,143
133,Computer Voice,Auto-destruct active. Eighteen seconds... sixteen seconds...,Worf pauses for a moment  a silent salute to the bravery of the Lantree crew. he touches his insignia.,Response,Response,Emergency,Emergency,FALSE,Auto-destruct active. Eighteen seconds... sixteen seconds...,Computer,TRUE,FALSE,144
133,Computer Voice,Auto-destruct active. Eighteen seconds... sixteen seconds...,Worf pauses for a moment  a silent salute to the bravery of the Lantree crew. he touches his insignia.,Response,Response,IoT,Emergency,FALSE,Auto-destruct active. Eighteen seconds... sixteen seconds...,Computer,TRUE,FALSE,144
133,Computer Voice,Auto-destruct active. Eighteen seconds... sixteen seconds...,Worf pauses for a moment  a silent salute to the bravery of the Lantree crew. he touches his insignia.,Countdown,Response,Emergency,Emergency,FALSE,Auto-destruct active. Eighteen seconds... sixteen seconds...,Computer,TRUE,FALSE,144
